,Target Name,Sample Name,NormQuant,NormMean,NormSD,NormSEM,Outliers,Region
0,B2M,B4bisNST,0.9714515480498592,1.0,0.04037360793264563,0.02854845195014071,False,NST
1,B2M,B4bisNST,,,,,True,NST
2,B2M,B4bisNST,1.0285484519501407,1.0,0.04037360793264563,0.02854845195014071,False,NST
3,B2M,B6NST,,,,,True,NST
4,B2M,B6NST,1.0405656866393747,1.0,0.05736854421238077,0.0405656866393747,False,NST
5,B2M,B6NST,0.9594343133606252,1.0,0.05736854421238077,0.0405656866393747,False,NST
6,B2M,R6 NST,0.8461909353905497,1.0000000000000002,0.1495487316710766,0.08634200048726319,False,NST
7,B2M,R6 NST,1.008919961427194,1.0000000000000002,0.1495487316710766,0.08634200048726319,False,NST
8,B2M,R6 NST,1.1448891031822568,1.0000000000000002,0.1495487316710766,0.08634200048726319,False,NST
9,B2M,V3 NST,0.8636891305676055,1.0,0.152823992013144,0.08823297292742191,False,NST
10,B2M,V3 NST,1.1652104845115172,1.0,0.152823992013144,0.08823297292742191,False,NST
11,B2M,V3 NST,0.9711003849208775,1.0,0.152823992013144,0.08823297292742191,False,NST
12,B2M,V4 NST,,,,,True,NST
13,B2M,V4 NST,1.0,1.0,0.0,0.0,False,NST
14,B2M,V4 NST,1.0,1.0,0.0,0.0,False,NST
15,B2M,R5bis NST,,,,,True,NST
16,B2M,R5bis NST,0.8304078797828007,0.9999999999999999,0.23983947648277143,0.16959212021719916,False,NST
17,B2M,R5bis NST,1.169592120217199,0.9999999999999999,0.23983947648277143,0.16959212021719916,False,NST
18,B2M,R6bisNST,1.0779253319969933,1.0,0.08866240637351512,0.05118926418674895,False,NST
19,B2M,R6bisNST,0.9035329491355549,1.0,0.08866240637351512,0.05118926418674895,False,NST
20,B2M,R6bisNST,1.0185417188674517,1.0,0.08866240637351512,0.05118926418674895,False,NST
21,B2M,R8bisNST,0.9322328410078192,1.0,0.09583723533023582,0.06776715899218072,False,NST
22,B2M,R8bisNST,1.0677671589921807,1.0,0.09583723533023582,0.06776715899218072,False,NST
23,B2M,R8bisNST,,,,,True,NST
24,B2M,V2NST,1.0479426511415904,1.0,0.37319897581590544,0.21546652914860565,False,NST
25,B2M,V2NST,0.6051464799237559,1.0,0.37319897581590544,0.21546652914860565,False,NST
26,B2M,V2NST,1.3469108689346536,1.0,0.37319897581590544,0.21546652914860565,False,NST
27,B2M,V8NST,1.125105663567202,1.0,0.17692612614642272,0.12510566356720204,False,NST
28,B2M,V8NST,0.874894336432798,1.0,0.17692612614642272,0.12510566356720204,False,NST
29,B2M,V8NST,,,,,True,NST
30,B2M,B4bisGP,,,,,True,GP
31,B2M,B4bisGP,0.9889083479276123,1.0,0.015685964789894275,0.011091652072387659,False,GP
32,B2M,B4bisGP,1.0110916520723876,1.0,0.015685964789894275,0.011091652072387659,False,GP
33,B2M,R6 GP,,,,,True,GP
34,B2M,R6 GP,1.0784020508438368,1.0,0.11087724362121894,0.07840205084383678,False,GP
35,B2M,R6 GP,0.9215979491561632,1.0,0.11087724362121894,0.07840205084383678,False,GP
36,B2M,V3 GP,,,,,True,GP
37,B2M,V3 GP,0.984731948111583,1.0,0.021592286051615405,0.015268051888416956,False,GP
38,B2M,V3 GP,1.015268051888417,1.0,0.021592286051615405,0.015268051888416956,False,GP
39,B2M,V4 GP,,,,,True,GP
40,B2M,V4 GP,0.9747422680412371,1.0,0.03571982709086694,0.02525773195876296,False,GP
41,B2M,V4 GP,1.025257731958763,1.0,0.03571982709086694,0.02525773195876296,False,GP
42,B2M,R5bis GP,1.1863028550777017,1.0,0.21264023051880515,0.12276789433057624,False,GP
43,B2M,R5bis GP,0.7683411637152151,1.0,0.21264023051880515,0.12276789433057624,False,GP
44,B2M,R5bis GP,1.0453559812070834,1.0,0.21264023051880515,0.12276789433057624,False,GP
45,B2M,R6bisGP,,,,,True,GP
46,B2M,R6bisGP,0.6102221531769458,1.0,0.5512291172897462,0.3897778468230543,False,GP
47,B2M,R6bisGP,1.3897778468230544,1.0,0.5512291172897462,0.3897778468230543,False,GP
48,B2M,R8bisGP,0.8490437777576363,1.0,0.1503034120980236,0.08677771543491318,False,GP
49,B2M,R8bisGP,1.1496419831414848,1.0,0.1503034120980236,0.08677771543491318,False,GP
50,B2M,R8bisGP,1.0013142391008794,1.0,0.1503034120980236,0.08677771543491318,False,GP
51,B2M,V2GP,0.8836729429971627,1.0,0.16451130168436057,0.11632705700283724,False,GP
52,B2M,V2GP,,,,,True,GP
53,B2M,V2GP,1.1163270570028372,1.0,0.16451130168436057,0.11632705700283724,False,GP
54,B2M,V8GP,0.8328397109347233,1.0,0.2364003478863212,0.16716028906527663,False,GP
55,B2M,V8GP,1.1671602890652766,1.0,0.2364003478863212,0.16716028906527663,False,GP
56,B2M,V8GP,,,,,True,GP
57,B2M,B4bisSN,1.1160261058738215,0.9999999999999997,0.19658342742552568,0.11349749474234652,False,SN
58,B2M,B4bisSN,1.1109499637418416,0.9999999999999997,0.19658342742552568,0.11349749474234652,False,SN
59,B2M,B4bisSN,0.7730239303843363,0.9999999999999997,0.19658342742552568,0.11349749474234652,False,SN
60,B2M,R6 SN,,,,,True,SN
61,B2M,R6 SN,0.9757516973811833,1.0,0.03429227842805764,0.024248302618816716,False,SN
62,B2M,R6 SN,1.0242483026188167,1.0,0.03429227842805764,0.024248302618816716,False,SN
63,B2M,V3 SN,,,,,True,SN
64,B2M,V3 SN,0.8889218228973694,1.0,0.15708826454222088,0.11107817710263067,False,SN
65,B2M,V3 SN,1.1110781771026308,1.0,0.15708826454222088,0.11107817710263067,False,SN
66,B2M,V4 SN,0.9180701899941923,1.0,0.2774777299037759,0.1602018420540713,False,SN
67,B2M,V4 SN,0.7727121878370531,1.0,0.2774777299037759,0.1602018420540713,False,SN
68,B2M,V4 SN,1.3092176221687548,1.0,0.2774777299037759,0.1602018420540713,False,SN
69,B2M,R5bis SN,0.9506820566631689,1.0,0.11670095072643862,0.06737732531659459,False,SN
70,B2M,R5bis SN,1.1332633788037776,1.0,0.11670095072643862,0.06737732531659459,False,SN
71,B2M,R5bis SN,0.9160545645330533,1.0,0.11670095072643862,0.06737732531659459,False,SN
72,B2M,R6bisSN,0.895235655737705,1.0000000000000002,0.1834572607180722,0.10591909886037035,False,SN
73,B2M,R6bisSN,0.8929303278688525,1.0000000000000002,0.1834572607180722,0.10591909886037035,False,SN
74,B2M,R6bisSN,1.2118340163934427,1.0000000000000002,0.1834572607180722,0.10591909886037035,False,SN
75,B2M,R8bisSN,0.9664128974473801,1.0,0.04749933595073095,0.03358710255261982,False,SN
76,B2M,R8bisSN,1.0335871025526198,1.0,0.04749933595073095,0.03358710255261982,False,SN
77,B2M,R8bisSN,,,,,True,SN
78,B2M,V2SN,0.7723492723492724,1.0,0.3219467465277629,0.2276507276507277,False,SN
79,B2M,V2SN,1.2276507276507278,1.0,0.3219467465277629,0.2276507276507277,False,SN
80,B2M,V2SN,,,,,True,SN
81,B2M,V8SN,1.177409061901723,1.0,0.2508943014293047,0.17740906190172304,False,SN
82,B2M,V8SN,0.8225909380982769,1.0,0.2508943014293047,0.17740906190172304,False,SN
83,B2M,V8SN,,,,,True,SN
84,NRXN3,B4bisNST,0.29063128266988336,0.25637314032971453,0.044774655743094006,0.02585065954614815,False,NST
85,NRXN3,B4bisNST,0.272778447929232,0.25637314032971453,0.044774655743094006,0.02585065954614815,False,NST
86,NRXN3,B4bisNST,0.20570969039002815,0.25637314032971453,0.044774655743094006,0.02585065954614815,False,NST
87,NRXN3,B6NST,,,,,True,NST
88,NRXN3,B6NST,0.19136583550427985,0.19326386304428728,0.0026842162888361613,0.001898027540007438,False,NST
89,NRXN3,B6NST,0.19516189058429473,0.19326386304428728,0.0026842162888361613,0.001898027540007438,False,NST
90,NRXN3,R6 NST,0.3450578592092575,0.3289778206364513,0.036433240271248744,0.021034741078055776,False,NST
91,NRXN3,R6 NST,0.2872709739633559,0.3289778206364513,0.036433240271248744,0.021034741078055776,False,NST
92,NRXN3,R6 NST,0.35460462873674065,0.3289778206364513,0.036433240271248744,0.021034741078055776,False,NST
93,NRXN3,V3 NST,0.33103195454267736,0.2845359564978311,0.04664949464652364,0.02693309829173043,False,NST
94,NRXN3,V3 NST,0.28484144925765265,0.2845359564978311,0.04664949464652364,0.02693309829173043,False,NST
95,NRXN3,V3 NST,0.2377344656931631,0.2845359564978311,0.04664949464652364,0.02693309829173043,False,NST
96,NRXN3,V4 NST,,,,,True,NST
97,NRXN3,V4 NST,0.31399443929564413,0.32590361445783134,0.016842117031041947,0.011909175162187202,False,NST
98,NRXN3,V4 NST,0.33781278962001854,0.32590361445783134,0.016842117031041947,0.011909175162187202,False,NST
99,NRXN3,R5bis NST,0.32074756913751734,0.4115839542029717,0.0813791990642156,0.04698430248616102,False,NST
100,NRXN3,R5bis NST,0.43616618259881296,0.4115839542029717,0.0813791990642156,0.04698430248616102,False,NST
101,NRXN3,R5bis NST,0.47783811087258493,0.4115839542029717,0.0813791990642156,0.04698430248616102,False,NST
102,NRXN3,R6bisNST,,,,,True,NST
103,NRXN3,R6bisNST,0.168754698070659,0.17078426459533952,0.002870240504941617,0.002029566524680518,False,NST
104,NRXN3,R6bisNST,0.17281383112002002,0.17078426459533952,0.002870240504941617,0.002029566524680518,False,NST
105,NRXN3,R8bisNST,,,,,True,NST
106,NRXN3,R8bisNST,0.462380538662033,0.42528236316246737,0.05246474293078294,0.037098175499565594,False,NST
107,NRXN3,R8bisNST,0.3881841876629018,0.42528236316246737,0.05246474293078294,0.037098175499565594,False,NST
108,NRXN3,V2NST,0.18715037500517961,0.1986802303899225,0.01630567785730386,0.011529855384742894,False,NST
109,NRXN3,V2NST,0.2102100857746654,0.1986802303899225,0.01630567785730386,0.011529855384742894,False,NST
110,NRXN3,V2NST,,,,,True,NST
111,NRXN3,V8NST,0.2564666103127642,0.18178360101437027,0.10561772462862463,0.0746830092983939,False,NST
112,NRXN3,V8NST,0.10710059171597636,0.18178360101437027,0.10561772462862463,0.0746830092983939,False,NST
113,NRXN3,V8NST,,,,,True,NST
114,NRXN3,B4bisGP,,,,,True,GP
115,NRXN3,B4bisGP,0.2755399883245767,0.2541155866900175,0.030298679357321976,0.021424401634559234,False,GP
116,NRXN3,B4bisGP,0.23269118505545824,0.2541155866900175,0.030298679357321976,0.021424401634559234,False,GP
117,NRXN3,R6 GP,0.738731040375988,0.7106743573310546,0.060821554368157685,0.035115340786987304,False,GP
118,NRXN3,R6 GP,0.7524033326212347,0.7106743573310546,0.060821554368157685,0.035115340786987304,False,GP
119,NRXN3,R6 GP,0.640888698995941,0.7106743573310546,0.060821554368157685,0.035115340786987304,False,GP
120,NRXN3,V3 GP,,,,,True,GP
121,NRXN3,V3 GP,0.4426587073814717,0.41246699575249685,0.04269752805695377,0.03019171162897488,False,GP
122,NRXN3,V3 GP,0.38227528412352196,0.41246699575249685,0.04269752805695377,0.03019171162897488,False,GP
123,NRXN3,V4 GP,,,,,True,GP
124,NRXN3,V4 GP,0.336340206185567,0.2990979381443299,0.052668520557451574,0.037242268041237085,False,GP
125,NRXN3,V4 GP,0.2618556701030928,0.2990979381443299,0.052668520557451574,0.037242268041237085,False,GP
126,NRXN3,R5bis GP,0.585561980484279,0.49879532586435377,0.10943091608286665,0.0631799688581104,False,GP
127,NRXN3,R5bis GP,0.5349656667871341,0.49879532586435377,0.10943091608286665,0.0631799688581104,False,GP
128,NRXN3,R5bis GP,0.375858330321648,0.49879532586435377,0.10943091608286665,0.0631799688581104,False,GP
129,NRXN3,R6bisGP,,,,,True,GP
130,NRXN3,R6bisGP,0.9877272021127855,0.9499766972192016,0.05338727600693823,0.03775050489358389,False,GP
131,NRXN3,R6bisGP,0.9122261923256177,0.9499766972192016,0.05338727600693823,0.03775050489358389,False,GP
132,NRXN3,R8bisGP,,,,,True,GP
133,NRXN3,R8bisGP,1.0159974621589776,1.0168811746578448,0.0012497582011364646,0.0008837124988670952,False,GP
134,NRXN3,R8bisGP,1.0177648871567118,1.0168811746578448,0.0012497582011364646,0.0008837124988670952,False,GP
135,NRXN3,V2GP,0.7087954604075316,0.8537529017281402,0.14652954925652345,0.08459887470748835,False,GP
136,NRXN3,V2GP,1.0018055197317512,0.8537529017281402,0.14652954925652345,0.08459887470748835,False,GP
137,NRXN3,V2GP,0.8506577250451379,0.8537529017281402,0.14652954925652345,0.08459887470748835,False,GP
138,NRXN3,V8GP,0.9803340836393792,0.9486435256486199,0.044817216909702966,0.03169055799075937,False,GP
139,NRXN3,V8GP,0.9169529676578605,0.9486435256486199,0.044817216909702966,0.03169055799075937,False,GP
140,NRXN3,V8GP,,,,,True,GP
141,NRXN3,B4bisSN,0.9709934735315444,0.7317138022721776,0.2655291672116612,0.15330333616734976,False,SN
142,NRXN3,B4bisSN,0.44604786076867287,0.7317138022721776,0.2655291672116612,0.15330333616734976,False,SN
143,NRXN3,B4bisSN,0.778100072516316,0.7317138022721776,0.2655291672116612,0.15330333616734976,False,SN
144,NRXN3,R6 SN,1.277723892660847,0.8750942989546285,0.4046380788260678,0.23361790373460325,False,SN
145,NRXN3,R6 SN,0.46847720659553826,0.8750942989546285,0.4046380788260678,0.23361790373460325,False,SN
146,NRXN3,R6 SN,0.8790817976075007,0.8750942989546285,0.4046380788260678,0.23361790373460325,False,SN
147,NRXN3,V3 SN,0.8048907002593554,1.1553414845004324,0.3097867986298227,0.17885549158032055,False,SN
148,NRXN3,V3 SN,1.3926639496109672,1.1553414845004324,0.3097867986298227,0.17885549158032055,False,SN
149,NRXN3,V3 SN,1.2684698036309745,1.1553414845004324,0.3097867986298227,0.17885549158032055,False,SN
150,NRXN3,V4 SN,,,,,True,SN
151,NRXN3,V4 SN,0.8037003235708953,0.8939890483697006,0.12768753913984243,0.09028872479880527,False,SN
152,NRXN3,V4 SN,0.9842777731685058,0.8939890483697006,0.12768753913984243,0.09028872479880527,False,SN
153,NRXN3,R5bis SN,,,,,True,SN
154,NRXN3,R5bis SN,1.1159496327387197,1.2379328436516261,0.17251031125485017,0.12198321091290654,False,SN
155,NRXN3,R5bis SN,1.3599160545645328,1.2379328436516261,0.17251031125485017,0.12198321091290654,False,SN
156,NRXN3,R6bisSN,1.3117315573770492,1.001639344262295,0.31421754474427577,0.1814135840422109,False,SN
157,NRXN3,R6bisSN,0.683452868852459,1.001639344262295,0.31421754474427577,0.1814135840422109,False,SN
158,NRXN3,R6bisSN,1.0097336065573772,1.001639344262295,0.31421754474427577,0.1814135840422109,False,SN
159,NRXN3,R8bisSN,0.5001343484102104,0.43931930138826686,0.05676742773389548,0.032774689683367185,False,SN
160,NRXN3,R8bisSN,0.43009404388714734,0.43931930138826686,0.05676742773389548,0.032774689683367185,False,SN
161,NRXN3,R8bisSN,0.38772951186744287,0.43931930138826686,0.05676742773389548,0.032774689683367185,False,SN
162,NRXN3,V2SN,0.8646569646569646,1.0196119196119195,0.14490664375873114,0.08366188978146863,False,SN
163,NRXN3,V2SN,1.0424116424116423,1.0196119196119195,0.14490664375873114,0.08366188978146863,False,SN
164,NRXN3,V2SN,1.1517671517671517,1.0196119196119195,0.14490664375873114,0.08366188978146863,False,SN
165,NRXN3,V8SN,2.2798340778557753,2.2978621569878745,0.02549555401215045,0.018028079132099473,False,SN
166,NRXN3,V8SN,2.3158902361199742,2.2978621569878745,0.02549555401215045,0.018028079132099473,False,SN
167,NRXN3,V8SN,,,,,True,SN
