Block Type,96-Well 0.2-mL Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Background is expired ,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Background performed on,10-12-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration CM MELTDOCTOR is expired,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration CM MELTDOCTOR performed on,10-12-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye ABY is expired,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye ABY performed on,08-24-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye FAM is expired,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye FAM performed on,08-24-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye JUN is expired,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye JUN performed on,08-24-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye MELTDOCTOR is expired,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye MELTDOCTOR performed on,10-12-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye NED is expired,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye NED performed on,08-24-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye ROX is expired,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye ROX performed on,08-24-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye SYBR is expired,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye SYBR performed on,08-24-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye TAMRA is expired,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye TAMRA performed on,08-24-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye VIC is expired,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Pure Dye VIC performed on,08-24-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration ROI is expired ,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration ROI performed on,08-24-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Uniformity is expired ,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calibration Uniformity performed on,08-24-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemistry,TAQMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date Created,2019-04-29 12:55:46 PM PDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment Barcode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment Comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment File Name,D:\Users\INSTR-ADMIN\experiments\Gilles\GBA Project\2019-04-25_114843-DopaGAPDH-2.eds,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment Name,2019-04-25_124559,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment Run End Time,2019-04-25 10:26:48 AM PDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment Type,Standard Curve,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Name,272321808,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Serial Number,272321808,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Type,QuantStudio™ 3 System,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-read Stage/Step,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pre-read Stage/Step,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quantification Cycle Method,Ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Signal Smoothing On,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stage/ Cycle where Ct Analysis is performed,"Stage2, Step2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
User Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well,Well Position,Omit,Sample Name,Target Name,Task,Reporter,Quencher,CT,Ct Mean,Ct SD,Quantity,Quantity Mean,Quantity SD,Y-Intercept,R(superscript 2),Slope,Efficiency,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Amp Status,Comments,Cq Conf,CQCONF,,,
1,A1,FALSE,AiW001-2-IPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.697,21.525,0.151,9.451,10.481,0.907,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.85,N,,,
2,A2,FALSE,AiW001-2-IPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.465,21.525,0.151,10.832,10.481,0.907,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.833,N,,,
3,A3,FALSE,AiW001-2-IPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.414,21.525,0.151,11.16,10.481,0.907,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,16,Amp,,0.828,N,,,
4,A4,FALSE,AJC001-5-IPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,22.105,22.223,0.119,7.437,6.948,0.485,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.847,N,,,
5,A5,FALSE,AJC001-5-IPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,22.223,22.223,0.119,6.94,6.948,0.485,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,18,Amp,,0.849,N,,,
6,A6,FALSE,AJC001-5-IPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,22.342,22.223,0.119,6.468,6.948,0.485,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,18,Amp,,0.863,N,,,
7,A7,FALSE,522-266-2-IPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,22.523,22.652,0.114,5.817,5.4,0.367,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,18,Amp,,0.872,N,,,
8,A8,FALSE,522-266-2-IPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,22.695,22.652,0.114,5.259,5.4,0.367,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,18,Amp,,0.885,N,,,
9,A9,FALSE,522-266-2-IPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,22.739,22.652,0.114,5.124,5.4,0.367,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,18,Amp,,0.888,N,,,
10,A10,FALSE,,GAPDH,STANDARD,VIC,NFQ-MGB,18.93,19.03,0.117,50,,,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,15,Amp,,0.784,Y,,,
11,A11,FALSE,,GAPDH,STANDARD,VIC,NFQ-MGB,19.002,19.03,0.117,50,,,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,15,Amp,,0.769,Y,,,
12,A12,FALSE,,GAPDH,STANDARD,VIC,NFQ-MGB,19.158,19.03,0.117,50,,,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,15,Amp,,0.792,Y,,,
13,B1,FALSE,AiW001-2-NPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,22.365,22.514,0.369,6.382,5.936,1.208,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,18,Amp,,0.863,N,,,
14,B2,FALSE,AiW001-2-NPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,22.243,22.514,0.369,6.859,5.936,1.208,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,18,Amp,,0.853,N,,,
15,B3,FALSE,AiW001-2-NPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,22.934,22.514,0.369,4.568,5.936,1.208,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,18,Amp,,0.868,N,,,
16,B4,FALSE,AJC001-5-NPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.893,21.188,0.357,15.16,12.931,2.587,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.804,N,,,
17,B5,FALSE,AJC001-5-NPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.585,21.188,0.357,10.094,12.931,2.587,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.827,N,,,
18,B6,FALSE,AJC001-5-NPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.085,21.188,0.357,13.539,12.931,2.587,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.814,N,,,
19,B7,FALSE,522-266-2-NPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.621,20.841,0.211,17.783,15.711,1.962,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,16,Amp,,0.802,N,,,
20,B8,FALSE,522-266-2-NPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.859,20.841,0.211,15.469,15.711,1.962,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,16,Amp,,0.816,N,,,
21,B9,FALSE,522-266-2-NPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.043,20.841,0.211,13.882,15.711,1.962,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.853,N,,,
22,B10,FALSE,,GAPDH,STANDARD,VIC,NFQ-MGB,21.07,21.315,0.228,12.5,,,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.807,N,,,
23,B11,FALSE,,GAPDH,STANDARD,VIC,NFQ-MGB,21.353,21.315,0.228,12.5,,,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,16,Amp,,0.816,N,,,
24,B12,FALSE,,GAPDH,STANDARD,VIC,NFQ-MGB,21.522,21.315,0.228,12.5,,,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.824,N,,,
25,C1,FALSE,AiW001-2-DA4W,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.792,21.737,0.059,8.938,9.238,0.32,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.877,N,,,
26,C2,FALSE,AiW001-2-DA4W,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.675,21.737,0.059,9.574,9.238,0.32,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,16,Amp,,0.808,N,,,
27,C3,FALSE,AiW001-2-DA4W,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.743,21.737,0.059,9.202,9.238,0.32,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.828,N,,,
28,C4,FALSE,AJC001-5-DA4W,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.078,21.089,0.01,13.596,13.511,0.076,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,16,Amp,,0.833,N,,,
29,C5,FALSE,AJC001-5-DA4W,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.092,21.089,0.01,13.485,13.511,0.076,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,16,Amp,,0.811,N,,,
30,C6,FALSE,AJC001-5-DA4W,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.097,21.089,0.01,13.451,13.511,0.076,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.822,N,,,
31,C7,FALSE,522-266-2-DA4W,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.805,20.917,0.114,15.961,14.97,1,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,16,Amp,,0.805,N,,,
32,C8,FALSE,522-266-2-DA4W,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.913,20.917,0.114,14.986,14.97,1,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.809,N,,,
33,C9,FALSE,522-266-2-DA4W,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.033,20.917,0.114,13.962,14.97,1,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,16,Amp,,0.816,N,,,
34,C10,FALSE,,GAPDH,STANDARD,VIC,NFQ-MGB,23.278,23.522,0.215,3.125,,,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,19,Amp,,0.867,N,,,
35,C11,FALSE,,GAPDH,STANDARD,VIC,NFQ-MGB,23.607,23.522,0.215,3.125,,,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,19,Amp,,0.881,N,,,
36,C12,FALSE,,GAPDH,STANDARD,VIC,NFQ-MGB,23.681,23.522,0.215,3.125,,,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,19,Amp,,0.877,N,,,
37,D1,FALSE,AiW001-2-DA6W,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.502,21.532,0.027,10.602,10.417,0.165,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,16,Amp,,0.831,N,,,
38,D2,FALSE,AiW001-2-DA6W,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.54,21.532,0.027,10.365,10.417,0.165,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,16,Amp,,0.813,N,,,
39,D3,FALSE,AiW001-2-DA6W,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.553,21.532,0.027,10.284,10.417,0.165,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.817,N,,,
40,D4,FALSE,AJC001-5-DA6W,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.125,21.207,0.071,13.229,12.614,0.534,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,16,Amp,,0.796,Y,,,
41,D5,FALSE,AJC001-5-DA6W,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.253,21.207,0.071,12.27,12.614,0.534,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.804,N,,,
42,D6,FALSE,AJC001-5-DA6W,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.243,21.207,0.071,12.343,12.614,0.534,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.804,N,,,
43,D7,FALSE,522-266-2-DA6W,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.551,20.748,0.231,18.538,16.606,2.192,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,16,Amp,,0.781,Y,,,
44,D8,FALSE,522-266-2-DA6W,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.692,20.748,0.231,17.056,16.606,2.192,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,16,Amp,,0.786,Y,,,
45,D9,FALSE,522-266-2-DA6W,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.001,20.748,0.231,14.224,16.606,2.192,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.821,N,,,
46,D10,FALSE,,GAPDH,STANDARD,VIC,NFQ-MGB,25.444,25.609,0.207,0.781,,,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,21,Amp,,0.955,N,,,
47,D11,FALSE,,GAPDH,STANDARD,VIC,NFQ-MGB,25.543,25.609,0.207,0.781,,,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,21,Amp,,0.95,N,,,
48,D12,FALSE,,GAPDH,STANDARD,VIC,NFQ-MGB,25.841,25.609,0.207,0.781,,,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,21,Amp,,0.961,N,,,
49,E1,FALSE,AiW002-2-IPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,22.614,22.523,0.145,5.515,5.83,0.507,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,18,Amp,,0.906,N,,,
50,E2,FALSE,AiW002-2-IPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,22.6,22.523,0.145,5.56,5.83,0.507,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,18,Amp,,0.903,N,,,
51,E3,FALSE,AiW002-2-IPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,22.357,22.523,0.145,6.415,5.83,0.507,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.877,N,,,
52,E4,FALSE,AJG001C4-IPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.533,21.588,0.048,10.407,10.082,0.289,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.836,N,,,
53,E5,FALSE,AJG001C4-IPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.626,21.588,0.048,9.855,10.082,0.289,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.863,N,,,
54,E6,FALSE,AJG001C4-IPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.604,21.588,0.048,9.985,10.082,0.289,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.853,N,,,
55,E7,FALSE,NCRM1-IPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.543,21.719,0.164,10.347,9.357,0.911,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.84,N,,,
56,E8,FALSE,NCRM1-IPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.749,21.719,0.164,9.167,9.357,0.911,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.854,N,,,
57,E9,FALSE,NCRM1-IPSC,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.866,21.719,0.164,8.556,9.357,0.911,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.837,N,,,
58,E10,FALSE,,GAPDH,STANDARD,VIC,NFQ-MGB,27.879,28.144,0.231,0.195,,,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,23,Amp,,0.963,N,,,
59,E11,FALSE,,GAPDH,STANDARD,VIC,NFQ-MGB,28.254,28.144,0.231,0.195,,,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,24,Amp,,0.962,N,,,
60,E12,FALSE,,GAPDH,STANDARD,VIC,NFQ-MGB,28.299,28.144,0.231,0.195,,,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,24,Amp,,0.955,N,,,
61,F1,FALSE,AiW002-2-NPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.838,21.77,0.06,8.702,9.059,0.316,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.881,N,,,
62,F2,FALSE,AiW002-2-NPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.724,21.77,0.06,9.302,9.059,0.316,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,16,Amp,,0.836,N,,,
63,F3,FALSE,AiW002-2-NPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.748,21.77,0.06,9.174,9.059,0.316,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.818,N,,,
64,F4,FALSE,AJG001C4-NPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.931,22.011,0.08,8.237,7.866,0.371,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,18,Amp,,0.846,N,,,
65,F5,FALSE,AJG001C4-NPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,22.092,22.011,0.08,7.494,7.866,0.371,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,18,Amp,,0.882,N,,,
66,F6,FALSE,AJG001C4-NPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,22.009,22.011,0.08,7.868,7.866,0.371,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,18,Amp,,0.881,N,,,
67,F7,FALSE,NCRM1-NPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.01,21.152,0.194,14.152,13.071,1.445,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,16,Amp,,0.799,Y,,,
68,F8,FALSE,NCRM1-NPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.074,21.152,0.194,13.631,13.071,1.445,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,16,Amp,,0.805,N,,,
69,F9,FALSE,NCRM1-NPC,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.373,21.152,0.194,11.43,13.071,1.445,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.813,N,,,
71,F11,FALSE,,GAPDH,STANDARD,VIC,NFQ-MGB,30.588,30.861,0.387,0.049,,,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,26,Amp,,0.958,N,,,
72,F12,FALSE,,GAPDH,STANDARD,VIC,NFQ-MGB,31.135,30.861,0.387,0.049,,,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,26,Amp,,0.951,N,,,
73,G1,FALSE,AiW002-2-DA4W,GAPDH,UNKNOWN,VIC,NFQ-MGB,22.077,22.082,0.08,7.558,7.543,0.353,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.862,N,,,
74,G2,FALSE,AiW002-2-DA4W,GAPDH,UNKNOWN,VIC,NFQ-MGB,22.005,22.082,0.08,7.888,7.543,0.353,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.857,N,,,
75,G3,FALSE,AiW002-2-DA4W,GAPDH,UNKNOWN,VIC,NFQ-MGB,22.164,22.082,0.08,7.183,7.543,0.353,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.846,N,,,
76,G4,FALSE,AJG001C4-DA4W,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.991,21.085,0.095,14.307,13.56,0.754,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,16,Amp,,0.806,N,,,
77,G5,FALSE,AJG001C4-DA4W,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.081,21.085,0.095,13.572,13.56,0.754,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,16,Amp,,0.801,N,,,
78,G6,FALSE,AJG001C4-DA4W,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.181,21.085,0.095,12.8,13.56,0.754,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.813,N,,,
79,G7,FALSE,NCRM1-DA4W,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.806,21.002,0.216,15.953,14.297,1.784,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,16,Amp,,0.805,N,,,
80,G8,FALSE,NCRM1-DA4W,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.965,21.002,0.216,14.53,14.297,1.784,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,16,Amp,,0.802,N,,,
81,G9,FALSE,NCRM1-DA4W,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.234,21.002,0.216,12.407,14.297,1.784,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.823,N,,,
83,G11,FALSE,,GAPDH,STANDARD,VIC,NFQ-MGB,32.947,33.15,0.287,0.012,,,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,28,Amp,,0.952,N,,,
84,G12,FALSE,,GAPDH,STANDARD,VIC,NFQ-MGB,33.354,33.15,0.287,0.012,,,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,29,Amp,,0.928,N,,,
85,H1,FALSE,AiW002-2-DA6W,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.983,22.147,0.158,7.99,7.276,0.677,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,18,Amp,,0.86,N,,,
86,H2,FALSE,AiW002-2-DA6W,GAPDH,UNKNOWN,VIC,NFQ-MGB,22.297,22.147,0.158,6.643,7.276,0.677,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,18,Amp,,0.857,N,,,
87,H3,FALSE,AiW002-2-DA6W,GAPDH,UNKNOWN,VIC,NFQ-MGB,22.161,22.147,0.158,7.194,7.276,0.677,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.839,N,,,
88,H4,FALSE,AJG001C4-DA6W,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.904,21.053,0.15,15.058,13.832,1.216,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,16,Amp,,0.802,N,,,
89,H5,FALSE,AJG001C4-DA6W,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.052,21.053,0.15,13.811,13.832,1.216,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.806,N,,,
90,H6,FALSE,AJG001C4-DA6W,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.204,21.053,0.15,12.626,13.832,1.216,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.825,N,,,
91,H7,FALSE,NCRM1-DA6W,GAPDH,UNKNOWN,VIC,NFQ-MGB,20.923,21.166,0.267,14.891,13.015,2,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.8,Y,,,
92,H8,FALSE,NCRM1-DA6W,GAPDH,UNKNOWN,VIC,NFQ-MGB,21.123,21.166,0.267,13.242,13.015,2,25.519,0.998,-3.918,79.973,TRUE,0.088,TRUE,3,17,Amp,,0.826,N,,,
